first_name,last_name,age,sex,marital_status,retired,dependants,salary,pension,company,commute_distance,address_main,address_city,address_postcode,iban,credit_card_number,credit_card_security_code,credit_card_start_date,credit_card_end_date,debt,vehicle_make,vehicle_model,vehicle_year,vehicle_type
Jamie,Webb,33,Male,divorced,False,2,86806,0,Turnbull-Young,18.74,Studio 5 Molly brook,Jenniferberg,DG2P 3LL,GB67NVGA57222711360875,2720870679859612,21,09/19,01/30,17330.32,Jaguar,Town & Country,2012,Van/Minivan
Kayleigh,Graham,68,Female,single,False,2,97034,0,"Saunders, Parker and Harrison",20.1,4 Wood drives,Henrymouth,WS15 5QQ,GB13TSPG27933112028379,6011686520875980,948,05/15,06/26,2173.30,Nissan,Beretta,2002,Van/Minivan
Kimberley,Lee,89,Female,married or civil partner,True,1,64536,24131,N/A,0.0,Studio 04 Reece drive,West Brucemouth,ST0 8RT,GB66VJPH30128287730686,3559208613929171,992,10/17,12/28,None,Chevrolet,Intrigue,2004,"Sedan, Wagon"
Diana,Kelly,41,Female,married or civil partner,False,2,75561,0,Ahmed-White,17.15,Flat 4 Bennett crescent,Edwardtown,B5E 4QL,GB22MYSN90962102749428,676195004780,834,03/15,09/18,None,Ford,Express 3500 Passenger,2006,Hatchback
Katherine,Hutchinson,74,Female,married or civil partner,False,3,44207,0,Hunt-Flynn,11.94,Flat 29O Valerie stravenue,Port Lewis,GY07 2HH,GB40DVDC47641261943933,30053450468874,227,05/15,05/16,None,MAZDA,Bolt EV,2006,Sedan
Jayne,Shepherd,52,Female,single,False,4,85826,0,"Wright, McDonald and Simpson",18.6,579 John unions,South Donna,L02 9BU,GB63DVSW42823781654704,5298095046465043,273,07/19,03/30,None,Mercedes-Benz,M-Class,2018,Convertible
Arthur,Moore,69,Male,married or civil partner,True,2,22737,34906,N/A,0.0,7 Howard divide,Jonesberg,CB45 1LW,GB82IVWJ03206540392000,3594932388242786,453,10/15,10/18,None,Cadillac,M-Class,2018,SUV
Mohamed,Jones,74,Male,married or civil partner,False,3,97476,0,"Robinson, Jones and Carter",20.15,Flat 50m Deborah creek,Bishopfort,S8K 6GY,GB53QMQN50167687535540,4551096600789948,162,05/17,04/28,None,GMC,CR-V,2017,SUV
Amy,Begum,41,Female,married or civil partner,False,3,75306,0,"Henderson, Holmes and Shah",17.11,36 Richard coves,Thorntonhaven,PH6B 5SS,GB71GWAE98115393241773,346037292535346,423,07/18,03/24,None,Ford,Prelude,2016,"Coupe, Convertible"
Amber,Dickinson,87,Female,single,True,2,93610,30703,N/A,0.0,Flat 8 Graham forest,Lake Declan,GU8B 3LL,GB40VYKR10759881915431,4254808811466,929,08/15,02/23,None,GMC,300 CE,2002,SUV
Jason,Smith,32,Male,widowed,False,3,62289,0,"Williams, Morgan and Morris",15.11,90 Watts ramp,Amyton,SP16 5NE,GB75BYAP46798273300941,6011532422687281,8375,10/14,06/15,4032.80,Volvo,500,1995,Pickup
Eileen,Hall,60,Female,married or civil partner,False,3,57204,0,"Allen, Martin and Akhtar",14.27,898 Kirsty estates,Lake Robertmouth,G5T 8FT,GB34YFTH50163356281577,4094054470116,438,06/15,10/23,None,Chevrolet,F250 Super Duty Super Cab,1996,Pickup
Daniel,Hudson,31,Male,married or civil partner,False,1,94360,0,Reid Ltd,19.75,Flat 22E Jacob views,West Jakeside,W84 1AA,GB48RPMP41134302345251,6011040935538181,184,07/16,02/17,None,Rolls-Royce,Sierra 2500 HD Crew Cab,2005,Van/Minivan
Derek,Hewitt,78,Male,married or civil partner,True,2,82539,34008,N/A,0.0,Studio 61J Davies green,East Karl,W38 8FF,GB77YZNO22094560216637,3543943460736217,285,06/21,09/26,14800.51,Toyota,MPV,2018,Coupe
Gareth,Smith,28,Male,married or civil partner,False,2,21760,0,"Morgan, Dale and Watson",6.88,Flat 9 Frost terrace,New Williamville,L0H 5NS,GB80XFCO15414108410136,372133725422959,102,03/14,02/30,None,Lexus,VUE,2010,Van/Minivan
Ruth,Howells,77,Female,single,False,3,85639,0,Jackson-Martin,18.58,Studio 25Q Rice mountain,Weststad,W74 7NZ,GB55NUSW34446171845303,3560211177029559,411,07/19,02/29,None,Nissan,F250 Super Cab,2001,Sedan
Maurice,Clarke,81,Male,single,True,3,66669,12100,N/A,0.0,80 Harris overpass,Brownmouth,DN8W 5XR,GB43IACE59552868221433,4002717572568094,870,01/21,03/27,None,FIAT,Range Rover Sport,2006,SUV
Richard,Roberts,62,Male,married or civil partner,False,4,58459,0,Jenkins-Dixon,14.48,Studio 94 Frank flats,Stanleyhaven,PH8E 4TT,GB16KMLF86993193527428,30206949992520,20,05/17,09/25,19423.63,Dodge,Sierra 3500 HD Crew Cab,2017,Van/Minivan
Danielle,Fisher,66,Female,single,True,2,54595,24003,N/A,0.0,8 Stacey rapids,Bellbury,E18 1AH,GB66HBKX96640088713540,3542004620369943,937,04/18,01/31,None,Hyundai,Elantra GT,1995,Wagon
Lesley,Ryan,85,Female,single,True,2,88273,20423,N/A,0.0,Flat 01A Rachael roads,South Marcusport,E50 3RU,GB36ZTLD73607417531921,30194671270275,275,01/18,08/25,38.25,Pontiac,2500 Regular Cab,2003,"Sedan, Wagon, Convertible, Coupe"
Georgia,Cunningham,64,Female,married or civil partner,False,1,73217,0,"Jones, Jarvis and Owens",16.8,Flat 5 Irene dam,Lake Jacob,M9 0NW,GB51KOEH46347880354174,180026619202747,171,12/21,03/30,None,Subaru,Park Avenue,2003,SUV
Annette,Watson,72,Female,single,True,2,72113,36815,N/A,0.0,515 Carter plain,South Henry,KA6M 2WH,GB13GUWC84465505966653,30145204382276,822,07/22,12/23,None,Nissan,C/V Tradesman,2012,Hatchback
Abigail,Taylor,46,Female,married or civil partner,False,2,64154,0,Williams PLC,15.41,Studio 82 Angela vista,Hansonport,FY9 7DX,GB44VIHK91580479026869,2720021983869703,750,06/19,06/28,9337.96,Saab,Civic,2015,Sedan
Alice,Sullivan,23,Female,single,False,1,72910,0,Pratt-Spencer,16.75,Flat 8 Charlotte landing,Lake Deanside,M2T 7AB,GB08MCVS02569531035395,4827417662423564885,489,08/18,07/30,13385.34,INFINITI,Vanquish S,2007,Coupe
Eric,Wallis,69,Male,widowed,True,3,68636,20451,N/A,0.0,328 Owen rapid,New Edward,M0 9SW,GB79RDXB57685052614725,5150446328843968,12,06/16,03/28,None,Chevrolet,Sierra 1500 Regular Cab,2016,Convertible
Ricky,Crawford,84,Male,single,True,1,35372,20160,N/A,0.0,Studio 6 Jenna ramp,Jenkinsland,WR57 9SA,GB79EQAI89400115481311,3566184182279556,600,10/14,04/31,None,Mitsubishi,124 Spider,2012,Pickup
Robin,Cook,69,Male,married or civil partner,False,1,95868,0,Connolly Group,19.95,Studio 03X Hobbs dale,Port Albertstad,SE6 5BU,GB44TNYW02105607859249,060478116019,807,03/19,01/31,None,Hyundai,Wrangler,2005,Sedan
Heather,Walker,42,Female,widowed,False,3,38699,0,Williams-Powell,10.85,969 Clark knolls,West Patrickhaven,PR6V 3YT,GB17SGNO28768202544341,2711933228252563,695,02/20,12/21,None,Hyundai,Grand Prix,2004,SUV
Hollie,Moore,50,Female,married or civil partner,False,2,18441,0,"Martin, Watson and Smart",5.94,Studio 74 Joanna lakes,Damianchester,G2 0XH,GB06PPDJ19597467856097,342447520477191,253,08/15,07/29,"{'amount': '18981.65', 'time_period_years': 5}",Chevrolet,S10 Crew Cab,2019,Pickup
Robin,Sheppard,79,Male,single,True,2,90017,33938,N/A,0.0,Studio 2 Gibbs fall,New Reece,N40 8FS,GB11IEON62239830682321,2263252829379937,349,02/22,01/24,None,Bentley,G-Series G30,2011,SUV
Oliver,Buckley,42,Male,married or civil partner,False,3,86580,0,Carpenter Inc,18.71,1 Dixon rapid,Port Kirstyside,HR15 3BB,GB70VNBC66706297417796,348714234613559,849,01/19,02/30,None,Chevrolet,Land Cruiser,1999,Pickup
Natalie,Cox,79,Female,single,True,2,74300,19724,N/A,0.0,898 Jason shore,Nobleland,L2T 2UH,GB44UPOM49894246782616,180017158897716,500,11/21,10/28,None,Nissan,Discovery Sport,2005,Pickup
Amelia,Morgan,80,Female,married or civil partner,True,2,96082,28712,N/A,0.0,6 Mandy port,Lake Annastad,AL64 6WQ,GB17UURL17302907649926,346853400272204,615,04/19,10/25,None,Chevrolet,PT Cruiser,2007,Sedan
Carol,Brown,18,Female,widowed,False,3,71556,0,"Harrison, Rowley and Short",16.55,Studio 2 Kerry glen,Mariafurt,ST6 6SB,GB95VUOW53904812652987,213113017380084,941,02/20,12/20,None,Ford,Elise,2019,Sedan
Abigail,Green,65,Female,single,False,1,69903,0,Watkins and Sons,16.3,93 Sara fords,East Anthony,NG0 3HF,GB22KMLT92340657872445,4818176604291148,929,05/22,11/27,None,Dodge,Transit Connect Passenger,1993,Pickup
Gemma,O'Brien,87,Female,single,True,2,54335,19224,N/A,0.0,Studio 49 Marian locks,Ryanburgh,N74 8UD,GB73IRTW86511981629719,4793805328161497,635,06/15,01/20,17646.03,Isuzu,Topaz,2002,SUV
Teresa,Potter,61,Female,widowed,False,2,50801,0,"Farrell, Brown and Howells",13.16,555 Lynne fort,Teresaside,E2 6XX,GB17KZNV46373265163849,5564579426231767,389,10/18,03/21,3981.03,Nissan,M6,2017,Pickup
Clifford,Tomlinson,77,Male,married or civil partner,False,2,21873,0,Hunt LLC,6.92,06 Vanessa skyway,West Joyceport,HX4 6BS,GB27OWGS36036913177129,676336799611,431,07/16,03/18,None,Chevrolet,Savana 2500 Passenger,2005,SUV
Lewis,Chapman,71,Male,single,False,3,89081,0,Pearson-Smith,19.05,Studio 14l Brown meadows,Hayesfurt,AB22 7PY,GB20YQIP08206815968723,38971318329719,137,09/20,03/26,9728.28,Hyundai,Prius Plug-in Hybrid,2008,"Coupe, Convertible, Sedan, Wagon"
Amy,Stone,25,Female,single,False,1,87618,0,Moore Ltd,18.85,360 Wendy place,Chambershaven,G8J 1PY,GB75ZKUU98309705533995,3536594480652063,238,08/19,10/21,None,Volkswagen,Prizm,2010,SUV
Ellie,Taylor,74,Female,divorced,False,3,67360,0,Miller Ltd,15.91,Studio 7 Roberts knoll,Bellland,BH7W 5WR,GB08UPFE50562039339935,4249165267786280359,5701,06/14,12/28,11540.44,Honda,Grand Marquis,2002,SUV
Iain,Wilkinson,56,Male,married or civil partner,False,2,96802,0,Ward Ltd,20.07,Studio 9 Watts grove,Watersbury,B64 2ND,GB04FRGD86963255351077,6509422282989093,460,07/17,06/23,None,Ford,Grand Cherokee,2011,"Wagon, Sedan"
Jenna,Evans,86,Female,married or civil partner,True,2,86455,28295,N/A,0.0,1 Davey pass,Wallisville,E76 4TN,GB26PPGU21215995303804,2259437341353710,991,04/22,06/29,17085.05,Honda,S6,1992,SUV
Louise,Harrison,44,Female,married or civil partner,False,4,90945,0,Mason-Peacock,19.3,388 Ward shore,Lake Ricky,SM36 0QH,GB90EWNF43221986590125,6011392062717736,155,01/19,12/30,None,Mitsubishi,Savana 2500 Passenger,2014,SUV
Guy,Mitchell,27,Male,married or civil partner,False,3,93290,0,Cross-Roberts,19.61,Studio 5 West mews,Lake Susanberg,N3 2YW,GB60GRSO12509767979825,4654366528810511301,819,03/15,02/21,None,GMC,Sportage,2010,"Sedan, Coupe"
Howard,Smart,37,Male,single,False,3,44439,0,Hill LLC,11.98,Flat 54c Simon isle,Rileymouth,TF20 5BD,GB34KNJT24741151674223,6587586196913145,220,04/21,07/25,None,Ford,Jetta III,2000,Sedan
Geoffrey,Phillips,86,Male,married or civil partner,True,1,67694,26505,N/A,0.0,46 Damien flats,North Johnmouth,HD7W 7HY,GB20AQXU14678878464776,4881081232937718526,457,06/14,11/14,None,Genesis,Renegade,2016,Sedan
Oliver,Walker,41,Male,married or civil partner,False,3,55603,0,White PLC,14.0,21 Neil fork,Hopebury,BA5P 6ZB,GB55BQXJ56392382300984,3520801938630940,4529,04/15,07/22,None,Honda,Rodeo,2016,Sedan
Alexandra,Watson,38,Female,widowed,False,1,41913,0,"Williams, Dale and Hall",11.49,Studio 9 Steele plaza,Alanberg,M7K 0ES,GB84HEPA41962662569785,060424549248,448,02/18,01/22,None,Cadillac,Villager,2020,Sedan
Nathan,Cooper,91,Male,married or civil partner,True,2,62337,27258,N/A,0.0,Studio 91 Hussain skyway,Port Dorothy,W25 3QD,GB40EYNX66169769634006,4201029665157812,807,01/14,11/26,None,Nissan,NSX,2014,Sedan
Olivia,Murphy,49,Female,married or civil partner,False,3,59687,0,Perry and Sons,14.68,0 Morgan islands,Zoefort,N85 0SF,GB32TQLT74052143344280,4670503330778840,949,02/22,02/27,None,Volvo,Amanti,2001,"Sedan, Coupe"
Joan,Lewis,66,Female,married or civil partner,False,2,22958,0,Lawrence-Ali,7.21,Flat 8 Murphy cliff,Mathewfort,CW8 0BF,GB74GKHY84161423661375,213162804758499,739,03/15,12/24,None,Buick,Beretta,2005,SUV
Lynn,Norris,30,Female,single,False,2,36332,0,O'Donnell and Sons,10.36,Flat 6 Begum ridges,Morleymouth,CA5A 9DD,GB83KQQU04276987160194,3589397818710801,83,05/18,07/23,None,Chevrolet,Passat,1998,Pickup
Toby,Bailey,23,Male,married or civil partner,False,2,60350,0,"Richards, Harris and Palmer",14.79,Studio 26 Kim circles,West Simonside,KY4R 1PP,GB58FCHU74680156047734,4473520876991,621,09/16,02/27,None,GMC,D350 Regular Cab,2014,Convertible
Marian,Barry,72,Female,married or civil partner,False,3,45292,0,"Jones, Smith and Mann",12.15,6 Bowen dam,Williamsshire,BA4 4RA,GB12JJIA64012622596655,213113755305129,572,06/18,09/26,None,HUMMER,Regular Cab,2002,SUV
Jay,Richardson,37,Male,married or civil partner,False,2,20474,0,Webster-Ford,6.53,Studio 2 Max springs,South Jeremy,G7 2SE,GB57FIXO58801842931852,2711185473433360,107,09/16,09/29,None,Cadillac,D350 Regular Cab,2003,Van/Minivan
Jane,Singh,48,Female,married or civil partner,False,2,41551,0,"Shaw, Moore and Williams",11.42,Studio 4 Leslie drive,East Karenport,N5 8UH,GB22NFRD51419393479498,676171631333,157,02/17,08/21,None,Chevrolet,R8,2017,SUV
Cameron,Saunders,70,Male,single,False,2,52100,0,Roberts-Lewis,13.39,Studio 63n Bird burgs,Hussainberg,KT7W 0BW,GB27WBXD96665687109819,4252928008270483725,1737,07/17,01/30,None,Audi,Sonata,2019,Sedan
Guy,Begum,57,Male,single,False,2,83266,0,Tomlinson-Campbell,18.25,Studio 08 Nicole parkway,Lake Shannon,W4 4HT,GB36GHHJ25272581629901,344179954424047,1957,05/15,09/30,"{'amount': '4974.50', 'time_period_years': 0}",MINI,Town Car,2013,Coupe
Kim,Johnson,84,Female,single,True,3,89241,29015,N/A,0.0,1 Jones pines,Charlieborough,IV4V 9WX,GB24TNPG96547202073991,3528903332148818,336,12/19,04/23,None,BMW,NV200 Taxi,2020,Van/Minivan
Kate,Talbot,43,Female,married or civil partner,False,2,41365,0,Heath-Newman,11.39,Studio 23 Adams islands,Williamsstad,RM56 1PR,GB73NQIH36216679804767,213108437102811,728,08/19,11/23,None,Ford,Uplander Passenger,2019,Van/Minivan
Bethan,Slater,53,Female,married or civil partner,False,2,50069,0,Morton and Sons,13.03,Flat 28 Roy vista,Lake Karl,L7 2JQ,GB08SBHQ76519139699257,3503602311204886,52,12/19,06/27,None,Land Rover,Canyon Regular Cab,2000,Sedan
Guy,Carter,71,Male,married or civil partner,True,4,36119,49182,N/A,0.0,Flat 41 Howell fields,Eleanormouth,BL5 1TW,GB54EBIQ31199833633544,4544339807962112804,148,09/19,05/22,None,Audi,RAV4 Hybrid,2010,SUV
Gerald,Pearson,75,Male,divorced,True,2,76017,24001,N/A,0.0,Studio 1 Mohamed creek,Georgiaville,WA50 7EE,GB67BDWZ75644959571407,213106009371111,3242,10/18,11/29,None,Honda,Sentra,2011,SUV
Eleanor,Howe,72,Female,divorced,False,2,66630,0,Burton-Williams,15.8,Studio 7 Lorraine courts,Jonesland,CV75 4SX,GB43DQAF41232226855906,3579069296737513,982,10/21,10/26,None,Honda,Grand Caravan Cargo,1994,Pickup
Ryan,Kent,85,Male,single,True,2,91791,26404,N/A,0.0,Flat 35 Philip lakes,East Clairestad,GL7Y 1SX,GB34CGFN75073138961125,213135231431401,904,06/21,06/31,None,Volvo,F150 SuperCrew Cab,1997,Van/Minivan
Guy,Evans,44,Male,divorced,False,3,46988,0,Green LLC,12.46,Flat 45 Harry course,Rosieville,BB2 9XX,GB24RLOO08945537778426,372572294580400,141,04/22,11/31,None,Pontiac,Titan Crew Cab,2001,Sedan
Kathleen,Phillips,81,Female,married or civil partner,False,2,17131,0,Edwards Group,5.54,Studio 4 Payne orchard,Port Frederick,E7 9LP,GB90AWLM17124648945722,3536810652822692,134,11/18,10/23,"{'amount': '6454.94', 'time_period_years': 1}",Ford,Venture Passenger,2002,Pickup
Ashley,Cooper,31,Male,married or civil partner,False,2,31586,0,Buckley-Williams,9.32,81 Holloway tunnel,Doddport,BB4P 5EU,GB04VISR59086463388841,3566790976734737,366,04/18,11/20,None,Toyota,Jetta,2011,Convertible
Rita,Robinson,38,Female,married or civil partner,False,1,37029,0,Bull-Chapman,10.5,629 Arthur creek,Port Darren,M37 5PN,GB59IWLV22917932033750,38656183795355,420,08/15,09/16,None,Chevrolet,Mercedes-AMG G-Class,2014,Pickup
Roy,Pugh,37,Male,married or civil partner,False,2,71202,0,Slater-Gill,16.5,Studio 24B Lawrence pine,Helenshire,G76 2AD,GB91KFJS29670909029234,3521119242791293,27,07/16,02/17,None,Jaguar,Savana 3500 Passenger,1992,Pickup
Mary,Flynn,84,Female,divorced,True,1,62715,27792,N/A,0.0,Flat 1 Carter summit,Jonesstad,LD6 5YG,GB48LLTY19670696209314,3506917115152025,857,04/16,04/29,None,Daewoo,B9 Tribeca,2016,"Sedan, Coupe"
Marcus,Morris,58,Male,widowed,False,2,22060,0,Sanders PLC,6.97,Flat 35 Connor bridge,South Catherine,ML13 8EX,GB86SATY79644392113437,180047346862660,607,11/19,04/20,None,GMC,Fiesta,2019,Pickup
Maria,Allen,50,Female,single,False,3,89384,0,"Brooks, Williams and Smith",19.09,Studio 44 Williams lights,Sandersstad,WS3H 7WG,GB63IGZN02278999655617,4696707183713719,646,04/17,09/17,None,Isuzu,1500 Extended Cab,1992,Pickup
Christopher,Marshall,38,Male,single,False,2,92595,0,Oliver-Davies,19.52,02 Ward rue,South Gemma,G3 1RA,GB80YQVR48454646558894,676218286224,697,07/16,03/26,None,Mercedes-Benz,Sierra 2500 HD Crew Cab,2004,Pickup
Owen,Jones,55,Male,married or civil partner,False,2,63538,0,North-Stevens,15.31,Flat 83l Luke pine,Lake Brenda,BA7 6BF,GB69IHWY40151772169161,4884791331344,395,09/21,10/22,None,Mercedes-Benz,Venza,2007,Coupe
Joanna,Turner,70,Female,married or civil partner,False,1,21506,0,Hall LLC,6.81,Flat 0 May river,North Louisetown,M27 5LS,GB81ACEY01011748702442,4729459482091972,182,07/18,09/30,None,Chevrolet,Q5,2011,Sedan
Martyn,Gardner,82,Male,single,True,3,37030,39512,N/A,0.0,Flat 0 Jemma land,Mariemouth,N4J 4SP,GB48SBAY71328753412845,3565241680873719,237,12/15,06/18,None,Chevrolet,Yaris,2000,Coupe
Luke,Williams,77,Male,married or civil partner,True,2,91238,10008,N/A,0.0,Flat 35 Holland walks,Antonyfurt,E6B 0LJ,GB11NXCI57701236675646,348045223358397,313,06/22,07/22,None,Buick,S80,1993,Sedan
Howard,Doyle,37,Male,married or civil partner,False,2,36635,0,"Williams, Parker and Campbell",10.42,789 Knight flats,Edwardsville,W33 8NX,GB45LKKK96833743228129,4055311426795274258,464,05/15,05/27,None,Porsche,GL-Class,1994,Van/Minivan
Sharon,Fitzgerald,29,Female,single,False,3,93074,0,"Douglas, Collins and Cooper",19.58,364 Natalie turnpike,Wardmouth,M0 4HH,GB52ZFKJ14716513335178,4550055325671774,424,05/21,04/26,None,Saturn,Trans Sport,2003,Convertible
Damien,Williams,71,Male,married or civil partner,True,2,32442,16322,N/A,0.0,Flat 47 Bradley circle,Lake Damiantown,N9S 4PE,GB24WXVZ24461190050318,676149444686,5747,02/20,06/23,None,Chevrolet,Genesis,2020,Van/Minivan
Duncan,Ford,66,Male,widowed,False,2,21710,0,Webb LLC,6.87,Studio 04H Khan dam,Port Rita,W0K 1NE,GB19DBYB81705614052906,4657847009837,158,03/14,09/21,None,Kia,M3,2017,"Sedan, Wagon"
Sophie,Naylor,28,Female,single,False,2,74069,0,"Hartley, Stanley and Thompson",16.93,Flat 93 Barker motorway,Scottmouth,E84 2EL,GB38PZKD04912278170173,3589599114367588,599,12/15,12/17,10486.59,Ferrari,9-7X,2014,Sedan
Roy,Daniels,50,Male,married or civil partner,False,2,28145,0,Ingram and Sons,8.52,8 Rowe knolls,Evansshire,NN5Y 2WH,GB93WGDO86917495226336,6580228053179141,466,05/15,02/28,None,Volkswagen,9000,2018,Van/Minivan
Lisa,Harris,70,Female,single,False,2,24742,0,Taylor-Campbell,7.67,Studio 61A Jeffrey pass,North Kellyview,W2 9DB,GB73TVZK98475409535670,4996276502718,742,11/21,08/23,None,Mercedes-Benz,Savana 1500 Cargo,2009,Van/Minivan
Samantha,Norman,19,Female,married or civil partner,False,2,93202,0,Andrews Ltd,19.6,909 Duncan lakes,Port Victoria,FK0R 6RL,GB32HQIR67880141155807,4376128909249,636,12/19,03/25,None,Aston Martin,Silverado 3500 HD Regular Cab,1995,SUV
Grace,Roberts,63,Female,married or civil partner,False,3,94261,0,Clarke and Sons,19.74,77 Richardson rapid,Benbury,NG03 5LH,GB58JWAV29274048802698,4386219111705192,520,11/17,07/19,None,Mercedes-Benz,ATS,2006,Wagon
Jake,Cox,82,Male,divorced,True,1,36900,11346,N/A,0.0,94 Taylor glen,Allenburgh,IP0 0RZ,GB47SBKM42112069730753,3502283622529328,6561,08/15,07/27,"{'amount': '3135.18', 'time_period_years': 3}",Volkswagen,E350 Super Duty Passenger,2005,Pickup
Marilyn,Jenkins,69,Female,divorced,False,3,28114,0,Harvey-Thomas,8.51,Studio 9 James river,North Jodieborough,KT47 0YT,GB55ZNZA71921159883008,30547825108339,77,06/14,11/31,None,Chevrolet,DeVille,1997,"Sedan, Hatchback"
Eric,Wilson,80,Male,married or civil partner,True,3,92094,13526,N/A,0.0,336 Martyn locks,Albertland,B05 6DW,GB84QFAH29215927020021,4870921684790152150,723,07/15,08/31,"{'amount': '13063.74', 'time_period_years': 3}",Honda,Equinox,1993,"Sedan, Convertible, Wagon"
Luke,Butcher,32,Male,married or civil partner,False,2,85960,0,Brown-O'Brien,18.62,5 Hilary glens,New Glen,L7 4UU,GB74IRXR89509238596153,30314453157215,438,07/15,08/30,None,GMC,1500 Regular Cab,2004,Coupe
Trevor,Campbell,18,Male,single,False,1,21091,0,Pearce-Newton,6.7,3 Wilson lodge,Greenmouth,M5 0ZB,GB20RHUA08007453248844,347643670988517,781,11/19,07/31,13755.39,Dodge,3500 Crew Cab,2014,"Convertible, Sedan, Coupe"
Stacey,Sutton,70,Female,married or civil partner,False,1,34078,0,Forster-Burton,9.87,Flat 48 Fox island,Annetteshire,G85 7SX,GB10GIGO96624546729285,4006414330509752,69,06/15,10/20,None,Porsche,Ram Van 3500,1998,Hatchback
Caroline,Harris,31,Female,married or civil partner,False,2,61284,0,Ward Inc,14.94,45 Mohamed spur,East Carltown,S1 2YD,GB12AAPL63688147449635,6011656694842546,145,06/16,03/33,None,GMC,Land Cruiser,2003,Pickup
Patrick,Norton,35,Male,married or civil partner,False,3,50233,0,"Wright, Roberts and Harris",13.06,Studio 0 Amanda parkways,Garethland,G3 7TH,GB48KPHW03494280956755,502034986237,33,08/15,06/28,4259.88,Mercury,MKC,2002,SUV
Valerie,Richardson,74,Female,single,False,1,91913,0,Clark-Riley,19.43,349 Hussain common,Port Michelle,G2G 6RP,GB74WQWC95793025217064,3586065920115051,473,08/22,09/24,None,Mitsubishi,2500 Extended Cab,2019,SUV
Karen,Edwards,44,Female,single,False,2,26610,0,Harris Group,8.14,Studio 00 Conor overpass,Port Jakeville,B2 3BA,GB45WFDN31911608927197,4886312806665881182,477,07/20,10/27,None,Isuzu,M2,2003,"Convertible, Hatchback"
